,countyCode,prog,countyName,regionCode,regionName,electionType,candTksInfo,seats,allTowns
139,67000,1.0,台南市,6700003,台南市第3選舉區,直轄市議員,"[{'candNo': 1, 'tks': 19168, 'candVictor': '*', 'tksRate': 27.51, 'name': '吳通龍', 'party': '民進黨'}, {'candNo': 2, 'tks': 16500, 'candVictor': '*', 'tksRate': 23.68, 'name': '郭秀珠', 'party': '無黨團結聯盟'}, {'candNo': 3, 'tks': 18983, 'candVictor': '*', 'tksRate': 27.24, 'name': '姜雨良', 'party': '無黨籍'}, {'candNo': 4, 'tks': 15031, 'candVictor': ' ', 'tksRate': 21.57, 'name': '尤榮智', 'party': '國民黨'}]",3,"['下營區', '六甲區', '麻豆區', '官田區', '大內區']"
140,67000,1.0,台南市,6700004,台南市第4選舉區,直轄市議員,"[{'candNo': 1, 'tks': 4961, 'candVictor': '*', 'tksRate': 26.17, 'name': '陳福慶', 'party': '民進黨'}, {'candNo': 2, 'tks': 4620, 'candVictor': ' ', 'tksRate': 24.37, 'name': '周奕齊', 'party': '無黨籍'}]",1,"['楠西區', '南化區', '玉井區', '左鎮區']"
141,67000,1.0,台南市,6700005,台南市第5選舉區,直轄市議員,"[{'candNo': 1, 'tks': 8846, 'candVictor': '*', 'tksRate': 9.99, 'name': '林志展', 'party': '民進黨'}, {'candNo': 2, 'tks': 7626, 'candVictor': ' ', 'tksRate': 8.61, 'name': '王清崎', 'party': '無黨籍'}, {'candNo': 3, 'tks': 11661, 'candVictor': '*', 'tksRate': 13.16, 'name': '余柷青', 'party': '民進黨'}, {'candNo': 4, 'tks': 7651, 'candVictor': ' ', 'tksRate': 8.64, 'name': '林全忠', 'party': '國民黨'}, {'candNo': 5, 'tks': 11853, 'candVictor': '*', 'tksRate': 13.38, 'name': '陳碧玉', 'party': '民進黨'}, {'candNo': 6, 'tks': 8065, 'candVictor': ' ', 'tksRate': 9.1, 'name': '洪岳銘', 'party': '台灣民眾黨'}, {'candNo': 7, 'tks': 7434, 'candVictor': ' ', 'tksRate': 8.39, 'name': '李偉智', 'party': '民進黨'}, {'candNo': 8, 'tks': 8593, 'candVictor': '*', 'tksRate': 9.7, 'name': '李文俊', 'party': '國民黨'}, {'candNo': 9, 'tks': 8001, 'candVictor': ' ', 'tksRate': 9.03, 'name': '廖俊道', 'party': '無黨籍'}]",5,"['善化區', '安定區', '新市區', '山上區', '新化區']"
142,67000,1.0,台南市,6700006,台南市第6選舉區,直轄市議員,"[{'candNo': 1, 'tks': 16845, 'candVictor': '*', 'tksRate': 11.42, 'name': '王錦德', 'party': '民進黨'}, {'candNo': 2, 'tks': 12915, 'candVictor': ' ', 'tksRate': 8.75, 'name': '童小芸', 'party': '國民黨'}, {'candNo': 3, 'tks': 11980, 'candVictor': ' ', 'tksRate': 8.12, 'name': '蔡麗青', 'party': '民進黨'}, {'candNo': 4, 'tks': 15682, 'candVictor': '*', 'tksRate': 10.63, 'name': '陳瑜緁', 'party': '無黨籍'}, {'candNo': 5, 'tks': 13392, 'candVictor': ' ', 'tksRate': 9.08, 'name': '李中岑', 'party': '國民黨'}, {'candNo': 6, 'tks': 12202, 'candVictor': ' ', 'tksRate': 8.27, 'name': '林緯', 'party': '無黨籍'}, {'candNo': 7, 'tks': 14867, 'candVictor': '*', 'tksRate': 10.08, 'name': '郭清華', 'party': '民進黨'}, {'candNo': 8, 'tks': 17821, 'candVictor': '*', 'tksRate': 12.08, 'name': '陳詩薇', 'party': '台灣民眾黨'}, {'candNo': 9, 'tks': 14700, 'candVictor': '*', 'tksRate': 9.96, 'name': '陳進星', 'party': '無黨籍'}, {'candNo': 10, 'tks': 17140, 'candVictor': '*', 'tksRate': 11.62, 'name': '黃麗招', 'party': '無黨籍'}]",6,['安南區']
143,67000,1.0,台南市,6700007,台南市第7選舉區,直轄市議員,"[{'candNo': 1, 'tks': 9229, 'candVictor': '*', 'tksRate': 7.48, 'name': '林易瑩', 'party': '時代力量'}, {'candNo': 2, 'tks': 7369, 'candVictor': ' ', 'tksRate': 5.97, 'name': '江品璁', 'party': '台灣民眾黨'}, {'candNo': 3, 'tks': 9412, 'candVictor': '*', 'tksRate': 7.63, 'name': '蔡明峰', 'party': '無黨籍'}, {'candNo': 4, 'tks': 7109, 'candVictor': ' ', 'tksRate': 5.76, 'name': '林冠維', 'party': '無黨團結聯盟'}, {'candNo': 5, 'tks': 7509, 'candVictor': ' ', 'tksRate': 6.09, 'name': '朱正軒', 'party': '民進黨'}, {'candNo': 6, 'tks': 8786, 'candVictor': '*', 'tksRate': 7.12, 'name': '馬杰睿', 'party': '無黨籍'}, {'candNo': 7, 'tks': 10099, 'candVictor': '*', 'tksRate': 8.19, 'name': '黃肇輝', 'party': '民進黨'}, {'candNo': 8, 'tks': 7159, 'candVictor': ' ', 'tksRate': 5.8, 'name': '許崇洲', 'party': '無黨籍'}, {'candNo': 9, 'tks': 6673, 'candVictor': ' ', 'tksRate': 5.41, 'name': '李鎮國', 'party': '國民黨'}, {'candNo': 10, 'tks': 10194, 'candVictor': '*', 'tksRate': 8.26, 'name': '陳世霖', 'party': '無黨籍'}, {'candNo': 11, 'tks': 6845, 'candVictor': ' ', 'tksRate': 5.55, 'name': '楊中成', 'party': '台灣團結聯盟'}, {'candNo': 12, 'tks': 7457, 'candVictor': ' ', 'tksRate': 6.05, 'name': '吳依潔', 'party': '台灣基進'}, {'candNo': 13, 'tks': 7915, 'candVictor': ' ', 'tksRate': 6.42, 'name': '林燕祝', 'party': '國民黨'}, {'candNo': 14, 'tks': 8730, 'candVictor': '*', 'tksRate': 7.08, 'name': '杜雪吟', 'party': '小民參政歐巴桑聯盟'}, {'candNo': 15, 'tks': 8864, 'candVictor': '*', 'tksRate': 7.19, 'name': '陳秋萍', 'party': '民進黨'}]",7,['永康區']
144,67000,1.0,台南市,6700008,台南市第8選舉區,直轄市議員,"[{'candNo': 1, 'tks': 8147, 'candVictor': ' ', 'tksRate': 6.88, 'name': '周嘉韋', 'party': '民進黨'}, {'candNo': 2, 'tks': 10438, 'candVictor': '*', 'tksRate': 8.82, 'name': '李晉豪', 'party': '無黨籍'}, {'candNo': 3, 'tks': 9002, 'candVictor': ' ', 'tksRate': 7.6, 'name': '李冠霖', 'party': '時代力量'}, {'candNo': 4, 'tks': 12365, 'candVictor': '*', 'tksRate': 10.45, 'name': '沈震東', 'party': '民進黨'}, {'candNo': 5, 'tks': 14165, 'candVictor': '*', 'tksRate': 11.97, 'name': '許至椿', 'party': '國民黨'}, {'candNo': 6, 'tks': 10167, 'candVictor': ' ', 'tksRate': 8.59, 'name': '高凱旋', 'party': '國民黨'}, {'candNo': 7, 'tks': 10287, 'candVictor': '*', 'tksRate': 8.69, 'name': '蔡宗豪', 'party': '國民黨'}, {'candNo': 8, 'tks': 9647, 'candVictor': ' ', 'tksRate': 8.15, 'name': '陳怡珍', 'party': '民進黨'}, {'candNo': 9, 'tks': 12235, 'candVictor': '*', 'tksRate': 10.34, 'name': '江明宗', 'party': '台灣民眾黨'}, {'candNo': 10, 'tks': 9277, 'candVictor': ' ', 'tksRate': 7.84, 'name': '邱莉莉', 'party': '民進黨'}]",6,"['北區', '中西區']"
145,67000,1.0,台南市,6700009,台南市第9選舉區,直轄市議員,"[{'candNo': 1, 'tks': 12005, 'candVictor': '*', 'tksRate': 9.93, 'name': '蔡淑惠', 'party': '國民黨'}, {'candNo': 2, 'tks': 11756, 'candVictor': '*', 'tksRate': 9.72, 'name': '呂維胤', 'party': '民進黨'}, {'candNo': 3, 'tks': 12550, 'candVictor': '*', 'tksRate': 10.38, 'name': '莊玉珠', 'party': '無黨籍'}, {'candNo': 4, 'tks': 8356, 'candVictor': ' ', 'tksRate': 6.91, 'name': '李啓維', 'party': '民進黨'}, {'candNo': 5, 'tks': 7411, 'candVictor': ' ', 'tksRate': 6.13, 'name': '李伯利', 'party': '無黨籍'}, {'candNo': 6, 'tks': 10043, 'candVictor': ' ', 'tksRate': 8.3, 'name': '林依婷', 'party': '民進黨'}, {'candNo': 7, 'tks': 11537, 'candVictor': '*', 'tksRate': 9.54, 'name': '陳冠娟', 'party': '小民參政歐巴桑聯盟'}, {'candNo': 8, 'tks': 8705, 'candVictor': ' ', 'tksRate': 7.2, 'name': '陳嘉伶', 'party': '台灣基進'}, {'candNo': 9, 'tks': 9206, 'candVictor': ' ', 'tksRate': 7.61, 'name': '周麗津', 'party': '民進黨'}, {'candNo': 10, 'tks': 7846, 'candVictor': ' ', 'tksRate': 6.49, 'name': '林美燕', 'party': '國民黨'}, {'candNo': 11, 'tks': 10636, 'candVictor': '*', 'tksRate': 8.79, 'name': '盧崑福', 'party': '國民黨'}]",6,"['安平區', '南區']"
146,67000,1.0,台南市,6700010,台南市第10選舉區,直轄市議員,"[{'candNo': 1, 'tks': 9259, 'candVictor': ' ', 'tksRate': 7.51, 'name': '邱瓊儀', 'party': '小民參政歐巴桑聯盟'}, {'candNo': 2, 'tks': 12382, 'candVictor': ' ', 'tksRate': 10.04, 'name': '陳世安', 'party': '無黨籍'}, {'candNo': 3, 'tks': 8764, 'candVictor': ' ', 'tksRate': 7.11, 'name': '王家貞', 'party': '國民黨'}, {'candNo': 4, 'tks': 8464, 'candVictor': ' ', 'tksRate': 6.86, 'name': '蔡旺詮', 'party': '民進黨'}, {'candNo': 5, 'tks': 7801, 'candVictor': ' ', 'tksRate': 6.32, 'name': '蔡宛秦', 'party': '台灣民眾黨'}, {'candNo': 6, 'tks': 14172, 'candVictor': '*', 'tksRate': 11.49, 'name': '曾之婕', 'party': '無黨籍'}, {'candNo': 7, 'tks': 9707, 'candVictor': ' ', 'tksRate': 7.87, 'name': '陳金鐘', 'party': '民進黨'}, {'candNo': 8, 'tks': 13270, 'candVictor': '*', 'tksRate': 10.76, 'name': '曾培雅', 'party': '國民黨'}, {'candNo': 9, 'tks': 13486, 'candVictor': '*', 'tksRate': 10.93, 'name': '蔡筱薇', 'party': '民進黨'}, {'candNo': 10, 'tks': 13041, 'candVictor': '*', 'tksRate': 10.57, 'name': '李宗霖', 'party': '台灣基進'}]",5,['東區']
147,67000,1.0,台南市,6700011,台南市第11選舉區,直轄市議員,"[{'candNo': 1, 'tks': 9103, 'candVictor': ' ', 'tksRate': 8.62, 'name': '杜素吟', 'party': '無黨團結聯盟'}, {'candNo': 2, 'tks': 11376, 'candVictor': '*', 'tksRate': 10.78, 'name': '郭鴻儀', 'party': '民進黨'}, {'candNo': 3, 'tks': 11018, 'candVictor': '*', 'tksRate': 10.44, 'name': '吳禹寰', 'party': '無黨籍'}, {'candNo': 4, 'tks': 12061, 'candVictor': '*', 'tksRate': 11.42, 'name': '翁語含', 'party': '無黨籍'}, {'candNo': 5, 'tks': 12532, 'candVictor': '*', 'tksRate': 11.87, 'name': '許又仁', 'party': '無黨籍'}, {'candNo': 6, 'tks': 13655, 'candVictor': '*', 'tksRate': 12.93, 'name': '江國銘', 'party': '台灣民眾黨'}, {'candNo': 7, 'tks': 8094, 'candVictor': ' ', 'tksRate': 7.67, 'name': '陳皇宇', 'party': '民進黨'}, {'candNo': 8, 'tks': 10846, 'candVictor': ' ', 'tksRate': 10.27, 'name': '鄭佳欣', 'party': '民進黨'}]",5,"['仁德區', '歸仁區', '關廟區', '龍崎區']"
148,68000,1.0,桃園市,6800001,桃園市第1選舉區,直轄市議員,"[{'candNo': 1, 'tks': 8921, 'candVictor': ' ', 'tksRate': 3.62, 'name': '張碩芳', 'party': '國民黨'}, {'candNo': 2, 'tks': 12982, 'candVictor': '*', 'tksRate': 5.27, 'name': '黃瓊慧', 'party': '民進黨'}, {'candNo': 3, 'tks': 9573, 'candVictor': ' ', 'tksRate': 3.89, 'name': '官正平', 'party': '無黨籍'}, {'candNo': 4, 'tks': 10678, 'candVictor': ' ', 'tksRate': 4.33, 'name': '羅岳峰', 'party': '無黨籍'}, {'candNo': 5, 'tks': 12262, 'candVictor': '*', 'tksRate': 4.98, 'name': '張凱翔', 'party': '無黨籍'}, {'candNo': 6, 'tks': 12492, 'candVictor': '*', 'tksRate': 5.07, 'name': '李柏瑟', 'party': '民進黨'}, {'candNo': 7, 'tks': 13332, 'candVictor': '*', 'tksRate': 5.41, 'name': '李曉鐘', 'party': '國民黨'}, {'candNo': 8, 'tks': 11065, 'candVictor': '*', 'tksRate': 4.49, 'name': '陳品杰', 'party': '無黨籍'}, {'candNo': 9, 'tks': 9024, 'candVictor': ' ', 'tksRate': 3.66, 'name': '黃家齊', 'party': '民進黨'}, {'candNo': 10, 'tks': 10296, 'candVictor': ' ', 'tksRate': 4.18, 'name': '沈佩玲', 'party': '小民參政歐巴桑聯盟'}, {'candNo': 11, 'tks': 12658, 'candVictor': '*', 'tksRate': 5.14, 'name': '李光達', 'party': '民進黨'}, {'candNo': 12, 'tks': 8246, 'candVictor': ' ', 'tksRate': 3.35, 'name': '陳美梅', 'party': '國民黨'}, {'candNo': 13, 'tks': 13932, 'candVictor': '*', 'tksRate': 5.65, 'name': '于北辰', 'party': '無黨籍'}, {'candNo': 14, 'tks': 10403, 'candVictor': ' ', 'tksRate': 4.22, 'name': '余信憲', 'party': '民進黨'}, {'candNo': 15, 'tks': 9844, 'candVictor': ' ', 'tksRate': 4.0, 'name': '呂儀恬', 'party': '無黨籍'}, {'candNo': 16, 'tks': 9155, 'candVictor': ' ', 'tksRate': 3.72, 'name': '黃進仕', 'party': '無黨籍'}, {'candNo': 17, 'tks': 13108, 'candVictor': '*', 'tksRate': 5.32, 'name': '彭沛妤', 'party': '無黨籍'}, {'candNo': 18, 'tks': 12795, 'candVictor': '*', 'tksRate': 5.19, 'name': '朱智菁', 'party': '民進黨'}, {'candNo': 19, 'tks': 10986, 'candVictor': ' ', 'tksRate': 4.46, 'name': '詹江村', 'party': '國民黨'}, {'candNo': 20, 'tks': 11098, 'candVictor': '*', 'tksRate': 4.5, 'name': '連俊男', 'party': '無黨籍'}, {'candNo': 21, 'tks': 11674, 'candVictor': '*', 'tksRate': 4.74, 'name': '林政賢', 'party': '國民黨'}, {'candNo': 22, 'tks': 11861, 'candVictor': '*', 'tksRate': 4.81, 'name': '凌濤', 'party': '國民黨'}]",12,['桃園區']
149,68000,1.0,桃園市,6800002,桃園市第2選舉區,直轄市議員,"[{'candNo': 1, 'tks': 16892, 'candVictor': '*', 'tksRate': 18.34, 'name': '陳泓維', 'party': '無黨籍'}, {'candNo': 2, 'tks': 14746, 'candVictor': '*', 'tksRate': 16.01, 'name': '林明義', 'party': '國民黨'}, {'candNo': 3, 'tks': 12100, 'candVictor': ' ', 'tksRate': 13.14, 'name': '陳雅倫', 'party': '民進黨'}, {'candNo': 4, 'tks': 16449, 'candVictor': '*', 'tksRate': 17.86, 'name': '孫韻璇', 'party': '國民黨'}, {'candNo': 5, 'tks': 19506, 'candVictor': '*', 'tksRate': 21.18, 'name': '黃偉群', 'party': '無黨籍'}, {'candNo': 6, 'tks': 12416, 'candVictor': ' ', 'tksRate': 13.48, 'name': '牛煦庭', 'party': '無黨籍'}]",4,['龜山區']
150,68000,1.0,桃園市,6800003,桃園市第3選舉區,直轄市議員,"[{'candNo': 1, 'tks': 11646, 'candVictor': '*', 'tksRate': 9.92, 'name': '邱述文', 'party': '無黨籍'}, {'candNo': 2, 'tks': 13652, 'candVictor': '*', 'tksRate': 11.63, 'name': '趙宏勳', 'party': '無黨籍'}, {'candNo': 3, 'tks': 10750, 'candVictor': ' ', 'tksRate': 9.16, 'name': '張碩芬', 'party': '國民黨'}, {'candNo': 4, 'tks': 11273, 'candVictor': ' ', 'tksRate': 9.6, 'name': '蔡永芳', 'party': '民進黨'}, {'candNo': 5, 'tks': 11141, 'candVictor': ' ', 'tksRate': 9.49, 'name': '朱珍瑤', 'party': '國民黨'}, {'candNo': 6, 'tks': 10695, 'candVictor': ' ', 'tksRate': 9.11, 'name': '呂林小鳳', 'party': '民進黨'}, {'candNo': 7, 'tks': 13093, 'candVictor': '*', 'tksRate': 11.15, 'name': '段樹文', 'party': '無黨籍'}, {'candNo': 8, 'tks': 12035, 'candVictor': '*', 'tksRate': 10.25, 'name': '呂宇晟', 'party': '時代力量'}, {'candNo': 9, 'tks': 10519, 'candVictor': ' ', 'tksRate': 8.96, 'name': '伍世文', 'party': '無黨籍'}, {'candNo': 10, 'tks': 12606, 'candVictor': '*', 'tksRate': 10.74, 'name': '楊朝偉', 'party': '國民黨'}]",5,['八德區']
151,68000,1.0,桃園市,6800004,桃園市第4選舉區,直轄市議員,"[{'candNo': 1, 'tks': 13748, 'candVictor': '*', 'tksRate': 15.38, 'name': '劉勝全', 'party': '民進黨'}, {'candNo': 2, 'tks': 10900, 'candVictor': ' ', 'tksRate': 12.19, 'name': '錢龍', 'party': '國民黨'}, {'candNo': 3, 'tks': 12768, 'candVictor': '*', 'tksRate': 14.28, 'name': '徐鈺雯', 'party': '時代力量'}, {'candNo': 4, 'tks': 10780, 'candVictor': ' ', 'tksRate': 12.06, 'name': '林宥辰', 'party': '無黨籍'}, {'candNo': 5, 'tks': 16073, 'candVictor': '*', 'tksRate': 17.98, 'name': '許清順', 'party': '民進黨'}, {'candNo': 6, 'tks': 13288, 'candVictor': '*', 'tksRate': 14.86, 'name': '林志評', 'party': '無黨籍'}, {'candNo': 7, 'tks': 11841, 'candVictor': ' ', 'tksRate': 13.25, 'name': '黃國晏', 'party': '台灣民眾黨'}]",4,['蘆竹區']
152,68000,1.0,桃園市,6800005,桃園市第5選舉區,直轄市議員,"[{'candNo': 1, 'tks': 14234, 'candVictor': '*', 'tksRate': 31.95, 'name': '游吾和', 'party': '民進黨'}, {'candNo': 2, 'tks': 17819, 'candVictor': '*', 'tksRate': 39.99, 'name': '徐其萬', 'party': '國民黨'}, {'candNo': 3, 'tks': 12503, 'candVictor': ' ', 'tksRate': 28.06, 'name': '林清松', 'party': '無黨籍'}]",2,['大園區']
153,68000,1.0,桃園市,6800006,桃園市第6選舉區,直轄市議員,"[{'candNo': 1, 'tks': 10102, 'candVictor': '*', 'tksRate': 22.36, 'name': '徐慈檉', 'party': '台灣民眾黨'}, {'candNo': 2, 'tks': 10695, 'candVictor': '*', 'tksRate': 23.68, 'name': '李柏坊', 'party': '國民黨'}, {'candNo': 3, 'tks': 7412, 'candVictor': ' ', 'tksRate': 16.41, 'name': '陳治文', 'party': '民進黨'}]",2,"['大溪區', '復興區']"
154,68000,1.0,桃園市,6800007,桃園市第7選舉區,直轄市議員,"[{'candNo': 1, 'tks': 8102, 'candVictor': ' ', 'tksRate': 3.56, 'name': '梁為超', 'party': '國民黨'}, {'candNo': 2, 'tks': 10155, 'candVictor': ' ', 'tksRate': 4.46, 'name': '林昭印', 'party': '台灣民眾黨'}, {'candNo': 3, 'tks': 13683, 'candVictor': '*', 'tksRate': 6.01, 'name': '劉安祺', 'party': '國民黨'}, {'candNo': 4, 'tks': 10215, 'candVictor': ' ', 'tksRate': 4.48, 'name': '毛嘉慶', 'party': '無黨籍'}, {'candNo': 5, 'tks': 12693, 'candVictor': '*', 'tksRate': 5.57, 'name': '游智彬', 'party': '新黨'}, {'candNo': 6, 'tks': 10146, 'candVictor': ' ', 'tksRate': 4.45, 'name': '楊翊堂', 'party': '無黨籍'}, {'candNo': 7, 'tks': 10428, 'candVictor': '*', 'tksRate': 4.58, 'name': '魏筠', 'party': '民進黨'}, {'candNo': 8, 'tks': 9922, 'candVictor': ' ', 'tksRate': 4.36, 'name': '簡維成', 'party': '無黨籍'}, {'candNo': 9, 'tks': 10433, 'candVictor': '*', 'tksRate': 4.58, 'name': '吳嘉和', 'party': '國民黨'}, {'candNo': 10, 'tks': 12508, 'candVictor': '*', 'tksRate': 5.49, 'name': '邱奕勝', 'party': '國民黨'}, {'candNo': 11, 'tks': 12864, 'candVictor': '*', 'tksRate': 5.65, 'name': '葉明月', 'party': '國民黨'}, {'candNo': 12, 'tks': 13751, 'candVictor': '*', 'tksRate': 6.04, 'name': '邱仁德', 'party': '無黨籍'}, {'candNo': 13, 'tks': 9471, 'candVictor': ' ', 'tksRate': 4.16, 'name': '吳正吉', 'party': '無黨籍'}, {'candNo': 14, 'tks': 12251, 'candVictor': '*', 'tksRate': 5.38, 'name': '黃崇真', 'party': '民進黨'}, {'candNo': 15, 'tks': 12776, 'candVictor': '*', 'tksRate': 5.61, 'name': '張曉昀', 'party': '民進黨'}, {'candNo': 16, 'tks': 8543, 'candVictor': ' ', 'tksRate': 3.75, 'name': '林佳瑋', 'party': '時代力量'}, {'candNo': 17, 'tks': 10513, 'candVictor': '*', 'tksRate': 4.62, 'name': '李荳芽', 'party': '小民參政歐巴桑聯盟'}, {'candNo': 18, 'tks': 8702, 'candVictor': ' ', 'tksRate': 3.82, 'name': '黃柏儒', 'party': '無黨籍'}, {'candNo': 19, 'tks': 8677, 'candVictor': ' ', 'tksRate': 3.81, 'name': '彭俊豪', 'party': '民進黨'}, {'candNo': 20, 'tks': 12251, 'candVictor': '*', 'tksRate': 5.38, 'name': '劉曾玉春', 'party': '無黨籍'}, {'candNo': 21, 'tks': 9716, 'candVictor': ' ', 'tksRate': 4.27, 'name': '謝克洋', 'party': '國民黨'}]",11,['中壢區']
155,68000,1.0,桃園市,6800008,桃園市第8選舉區,直轄市議員,"[{'candNo': 1, 'tks': 11462, 'candVictor': '*', 'tksRate': 10.1, 'name': '王珮毓', 'party': '民進黨'}, {'candNo': 2, 'tks': 9603, 'candVictor': '*', 'tksRate': 8.46, 'name': '陳羽凡', 'party': '國民黨'}, {'candNo': 3, 'tks': 11396, 'candVictor': '*', 'tksRate': 10.05, 'name': '陳韋曄', 'party': '國民黨'}, {'candNo': 4, 'tks': 9202, 'candVictor': ' ', 'tksRate': 8.11, 'name': '劉仁照', 'party': '民進黨'}, {'candNo': 5, 'tks': 7755, 'candVictor': ' ', 'tksRate': 6.84, 'name': '舒翠玲', 'party': '國民黨'}, {'candNo': 6, 'tks': 10647, 'candVictor': '*', 'tksRate': 9.39, 'name': '楊家俍', 'party': '民進黨'}, {'candNo': 7, 'tks': 7946, 'candVictor': ' ', 'tksRate': 7.0, 'name': '曾姸潔', 'party': '台灣民眾黨'}, {'candNo': 8, 'tks': 11178, 'candVictor': '*', 'tksRate': 9.85, 'name': '黃永欽', 'party': '綠黨'}, {'candNo': 9, 'tks': 9758, 'candVictor': '*', 'tksRate': 8.6, 'name': '高宇彥', 'party': '無黨籍'}, {'candNo': 10, 'tks': 8410, 'candVictor': ' ', 'tksRate': 7.41, 'name': '黃敬平', 'party': '國民黨'}, {'candNo': 11, 'tks': 7881, 'candVictor': ' ', 'tksRate': 6.95, 'name': '朱哲成', 'party': '時代力量'}, {'candNo': 12, 'tks': 8208, 'candVictor': ' ', 'tksRate': 7.24, 'name': '劉邦鉉', 'party': '無黨籍'}]",6,['平鎮區']
156,68000,1.0,桃園市,6800009,桃園市第9選舉區,直轄市議員,"[{'candNo': 1, 'tks': 7929, 'candVictor': ' ', 'tksRate': 7.99, 'name': '李家興', 'party': '無黨籍'}, {'candNo': 2, 'tks': 9467, 'candVictor': ' ', 'tksRate': 9.54, 'name': '鄭淑方', 'party': '民進黨'}, {'candNo': 3, 'tks': 10429, 'candVictor': ' ', 'tksRate': 10.51, 'name': '張清俊', 'party': '台灣民眾黨'}, {'candNo': 4, 'tks': 10588, 'candVictor': '*', 'tksRate': 10.67, 'name': '涂權吉', 'party': '國民黨'}, {'candNo': 5, 'tks': 12441, 'candVictor': '*', 'tksRate': 12.53, 'name': '周玉琴', 'party': '國民黨'}, {'candNo': 6, 'tks': 10921, 'candVictor': '*', 'tksRate': 11.0, 'name': '蕭立妍', 'party': '民進黨'}]",4,['楊梅區']
157,68000,1.0,桃園市,6800010,桃園市第10選舉區,直轄市議員,"[{'candNo': 1, 'tks': 9309, 'candVictor': '*', 'tksRate': 13.76, 'name': '張肇良', 'party': '民進黨'}, {'candNo': 2, 'tks': 6268, 'candVictor': ' ', 'tksRate': 9.26, 'name': '徐玉樹', 'party': '國民黨'}, {'candNo': 3, 'tks': 7763, 'candVictor': ' ', 'tksRate': 11.47, 'name': '劉哲夫', 'party': '無黨籍'}, {'candNo': 4, 'tks': 8119, 'candVictor': '*', 'tksRate': 12.0, 'name': '林昭賢', 'party': '國民黨'}, {'candNo': 5, 'tks': 6793, 'candVictor': ' ', 'tksRate': 10.04, 'name': '劉熒隆', 'party': '國民黨'}]",3,['龍潭區']
158,68000,1.0,桃園市,6800011,桃園市第11選舉區,直轄市議員,"[{'candNo': 1, 'tks': 9479, 'candVictor': '*', 'tksRate': 36.01, 'name': '陳睿生', 'party': '民進黨'}, {'candNo': 2, 'tks': 8028, 'candVictor': ' ', 'tksRate': 30.5, 'name': '邱文威', 'party': '無黨籍'}]",1,['新屋區']
159,68000,1.0,桃園市,6800012,桃園市第12選舉區,直轄市議員,"[{'candNo': 1, 'tks': 7143, 'candVictor': ' ', 'tksRate': 20.2, 'name': '戴兆華', 'party': '無黨籍'}, {'candNo': 2, 'tks': 5580, 'candVictor': ' ', 'tksRate': 15.78, 'name': '郭蔡美英', 'party': '民進黨'}, {'candNo': 3, 'tks': 5900, 'candVictor': ' ', 'tksRate': 16.68, 'name': '吳進昌', 'party': '國民黨'}, {'candNo': 4, 'tks': 8988, 'candVictor': '*', 'tksRate': 25.41, 'name': '吳宗憲', 'party': '民進黨'}, {'candNo': 5, 'tks': 7757, 'candVictor': '*', 'tksRate': 21.93, 'name': '江承洲', 'party': '無黨籍'}]",2,['觀音區']
160,10002,1.0,宜蘭縣,1000211,宜蘭縣第11選舉區,縣市議員,"[{'candNo': 1, 'tks': 475, 'candVictor': '*', 'tksRate': 50.05, 'name': '孫湯玉惠', 'party': '無黨籍'}]",1,"['宜蘭市', '頭城鎮', '礁溪鄉', '員山鄉', '壯圍鄉', '羅東鎮', '五結鄉', '冬山鄉', '三星鄉', '大同鄉', '蘇澳鎮', '南澳鄉']"
161,10002,1.0,宜蘭縣,1000211,宜蘭縣第11選舉區,縣市議員,"[{'candNo': 1, 'tks': 1, 'candVictor': '*', 'tksRate': 100.0, 'name': '孫湯玉惠', 'party': '無黨籍'}]",1,"['宜蘭市', '頭城鎮', '礁溪鄉', '員山鄉', '壯圍鄉', '羅東鎮', '五結鄉', '冬山鄉', '三星鄉', '大同鄉', '蘇澳鎮', '南澳鄉']"
162,10002,1.0,宜蘭縣,1000211,宜蘭縣第11選舉區,縣市議員,"[{'candNo': 1, 'tks': 2, 'candVictor': '*', 'tksRate': 100.0, 'name': '孫湯玉惠', 'party': '無黨籍'}]",1,"['宜蘭市', '頭城鎮', '礁溪鄉', '員山鄉', '壯圍鄉', '羅東鎮', '五結鄉', '冬山鄉', '三星鄉', '大同鄉', '蘇澳鎮', '南澳鄉']"
163,10002,1.0,宜蘭縣,1000211,宜蘭縣第11選舉區,縣市議員,"[{'candNo': 1, 'tks': 0, 'candVictor': '*', 'tksRate': 0.0, 'name': '孫湯玉惠', 'party': '無黨籍'}]",1,"['宜蘭市', '頭城鎮', '礁溪鄉', '員山鄉', '壯圍鄉', '羅東鎮', '五結鄉', '冬山鄉', '三星鄉', '大同鄉', '蘇澳鎮', '南澳鄉']"
164,10002,1.0,宜蘭縣,1000211,宜蘭縣第11選舉區,縣市議員,"[{'candNo': 1, 'tks': 0, 'candVictor': '*', 'tksRate': 0.0, 'name': '孫湯玉惠', 'party': '無黨籍'}]",1,"['宜蘭市', '頭城鎮', '礁溪鄉', '員山鄉', '壯圍鄉', '羅東鎮', '五結鄉', '冬山鄉', '三星鄉', '大同鄉', '蘇澳鎮', '南澳鄉']"
